,0
1819,천상운집
1820,달탐사
1821,참누리
1822,불패여왕
1823,호두
1824,얼음새
1825,대명성
1826,바로고
1827,금강석
1828,대천여왕
1829,경의
1830,날려버려
1831,봉수대천
1832,대지바람
1833,우듬지
1834,연소
1835,색달최고
1836,라이덴
1837,번영
1838,비룡신공
1839,위너고
1840,청마여신
1841,한라물결
1842,필승범
1843,일단고
1844,결초보은
1845,엄부랑진
1846,천하군자
1847,남송이
1848,벌대총
1849,피칸
1850,호이호이
1851,전승대기
1852,한라기운
1853,야망질주
1854,가속직진
1855,태사자
1856,이치
1857,거승명마
1858,캡틴전설
1859,더크게
1860,은하미인
1861,삼다재건
1862,전승환호
1863,양대전설
1864,고품격
1865,가보천하
1866,황해여왕
1867,연속히트
1868,벅찬
1869,태황후
1870,달빛영웅
1871,깨비
1872,한강
1873,거승보배
1874,무한대질주
1875,태양신
1876,아자아자
1877,백록요정
1878,백호천하
1879,빅마우스
1880,선봉장사
1881,영웅변신
1882,푸른산호
1883,연화왕자
1884,강호세계
1885,명의로운
1886,여신돌풍
1887,명품함성
1888,신선초
1889,꿈오름
1890,야차
1891,광해에이스
1892,천지태왕
1893,번개제왕
1894,선행가도
1895,장타여걸
1896,꿈의도시
1897,슈퍼리그
1898,장타최강
1899,무인수
1900,신으뜸
1901,명성시대
1902,웅진히어로
1903,빛사랑
1904,해상
1905,수라왕
1906,참수리
1907,지존전사
1908,북문대로
1909,가화신화
1910,웅진퍼스트
1911,은빛풍경
1912,녹원자랑
1913,대포스트
1914,롸잇나우
1915,번개의꿈
1916,불꽃축제
1917,해피맨
1918,청마대전
1919,일취월장
1920,황금대
1921,골드마크
1922,바람아
1923,서부전사
1924,비룡질주
1925,세뇨리타
1926,리듬여제
1927,루비고
1928,리듬조이
1929,수월용사
1930,명품행진
1931,위미여제
1932,최다명성
1933,신물
1934,가락
1935,해나루
1936,한백제왕
1937,동서독주
1938,솔나라
1939,낙천하늘
1940,다승리
1941,원평천하
1942,빛나리
1943,직진프린스
1944,만리지존
1945,대왕대군
1946,대승여왕
1947,초록길
1948,훈치
1949,왕벌
1950,오마주
1951,일급질주
1952,백프로
1953,유성스타
1954,봉순이
1955,금빛노을
1956,용의장군
1957,소별왕
1958,참신한
1959,연주공
1960,고차원
1961,장백오름
1962,골목여장
1963,국립공원
1964,황금대장
1965,인자무적
1966,용담천하
1967,한빛질주
1968,초신성
1969,연주소리
1970,큰달
1971,별빛여제
1972,대치
1973,번개자랑
1974,성공바람
1975,왕관
1976,우콩
1977,입춘
1978,슈퍼러너
1979,봉수대길
1980,당오름
1981,여왕벌
1982,한라원탑
1983,청솔매
1984,연주함
1985,신천비상
1986,청명여신
1987,한백시대
1988,백록천하
1989,십시일반
1990,성산돌풍
1991,웅비최강
1992,경성의빛
1993,소록별
1994,파천황후
1995,신천지왕
1996,돈마맨
1997,으뜸제일
1998,아신
1999,미소만발
2000,우당대목
2001,한산
2002,신조
