,ini_price,sicks,ranks,horse_items,dad_record,dad_rate,mom_record,mom_rate
73,,[],"[' 1990/10/28 ~ 1994/05/19', '미 1990/10/13 ~ 1990/10/27']","['월출 ( ) ~', '양대송(5조) ~36세', '95전 (4/5/15/18/14) 4.2%~9.5%']",None,None,None,None
74,"70,000천원(개별)","['운동기질환 기타 2018/09/16', '운동기질환 기타 2018/09/15', '우전지파행 2018/09/02', '좌겸부 열창 2018/08/09', '좌겸부 열창 2018/08/08', '좌겸부 열창 2018/07/29', '좌겸부 열창 2018/07/28', '좌겸부 열창 2018/07/27', '좌겸부 열창 2018/07/26', '우전지파행 2018/07/20', '우전지파행 2018/07/18', '우전지파행 2018/07/15', '우전지파행 2018/07/14', '낭치 2018/04/12', '정치 2018/04/12']","['제5 2022/01/01 ~ 현재', '제4 2019/03/24 ~ 2021/12/31', '제5 2019/03/03 ~ 2019/03/23', '제6 2018/08/26 ~ 2019/03/02', '제1 2018/05/25 ~ 2018/08/25', '미 2018/05/03 ~ 2018/05/24', '미 2018/03/29 ~ 2018/05/02']","['눈가면 2020/08/01~', '눈가면 2019/06/30~2020/02/23']",89전 (6/8/12/8/12),단승 : 6.7%      복승 : 15.7%      연승 : 29.2%,27전 (2/4/4/3/1),단승 : 7.4%      복승 : 22.2%      연승 : 37.0%
75,"5,000천원(개별)","['감기 2018/11/04', '감기 2018/11/03', '감기 2018/11/02', '낭치 2018/10/17', '정치 2018/10/17']","['제6 2018/11/08 ~ 2019/07/04', '미 2018/09/20 ~ 2018/11/07']",[],56전 (4/5/8/7/12),단승 : 7.1%      복승 : 16.1%      연승 : 30.4%,None,None
76,"16,000천원(개별)","['좌전지파행 2022/03/20', '좌전지 부종 2022/03/20', '좌전지파행 2021/10/10', '좌전지 부종 2021/10/10', '좌전지파행 2021/10/09', '임신검사 2021/08/21', '좌전지파행 2020/07/03', '좌전지파행 2020/07/02', '2차임신검사(초음파) 2020/06/19', '2차임신검사(초음파) 2020/05/19', '감기 2020/03/30', '좌전지파행 2020/03/27', '좌전지파행 2020/03/26', '좌전지파행 2020/03/15', '좌전지파행 2020/03/14', '좌전지파행 2020/03/13', '좌전지파행 2019/10/06', '좌전지파행 2019/10/05', '좌전지파행 2019/10/04', '좌전지파행 2019/10/02', '좌전지파행 2019/09/30', '좌전지파행 2019/09/29', '좌전지파행 2019/09/28', '우전지파행 2019/05/25', '우전지파행 2019/05/24', '우전지파행 2019/03/03', '우전지파행 2019/03/02', '우전지파행 2019/03/01', '감기 2018/10/26', '감기 2018/10/24', '감기 2018/10/22', '감기 2018/10/21', '감기 2018/10/19', '정치 2018/10/19']","['제5 2022/01/01 ~ 현재', '제4 2021/08/29 ~ 2021/12/31', '제5 2020/01/01 ~ 2021/08/28', '제4 2019/05/05 ~ 2019/12/31', '제5 2019/02/17 ~ 2019/05/04', '제6 2018/11/15 ~ 2019/02/16', '미 2018/09/20 ~ 2018/11/14']",[],None,None,5전 (0/0/0/0/1),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
77,"13,000천원(개별)","['좌전지파행 2021/02/07', '좌전지파행 2021/02/06', '좌전지파행 2021/01/17', '좌전지파행 2021/01/16', '좌전지파행 2021/01/15', '양전지파행 2020/09/01', '좌전지파행 2020/08/07', '좌전지파행 2020/01/13', '좌전지파행 2020/01/12', '좌전지파행 2019/11/02', '좌전지파행 2019/10/12', '우전지파행 2018/04/13', '우전지파행 2018/04/12', '감기 2018/03/05', '감기 2018/03/04']","['제5 2021/03/27 ~ 2021/04/21', '제6 2018/08/26 ~ 2021/03/26', '제1 2018/07/06 ~ 2018/08/25', '신 2018/06/28 ~ 2018/07/05', '미 2018/02/14 ~ 2018/06/27']",[],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,15전 (1/2/4/1/1),단승 : 6.7%      복승 : 20.0%      연승 : 46.7%
78,"55,000천원(개별)","['좌중수부중간부천지굴건염 2021/01/17', '좌중수부중간부천지굴건염 2021/01/16', '좌전지파행 2021/01/15', '좌전지파행 2020/07/03', '좌전지파행 2020/07/02', '우전지파행 2020/01/02', '우전지파행 2019/12/30', '우전지파행 2019/12/29', '우전지파행 2019/12/28', '우전지파행 2019/12/27', '운동기질환 기타 2019/11/27', '운동기질환 기타 2019/11/25', '운동기질환 기타 2019/11/24', '운동기질환 기타 2019/08/30', '소화기 질환 기타 2019/08/29', '양전지파행 2019/08/24', '양전지파행 2019/08/23', '양전지파행 2019/08/22', '정치 2019/08/03', '좌전지파행 2018/09/16', '좌전지파행 2018/09/15', '좌전지파행 2018/09/14', '낭치 2018/08/02', '정치 2018/08/02']","['제4 2020/01/01 ~ 2021/06/30', '제3 2019/12/29 ~ 2019/12/31', '제4 2019/11/17 ~ 2019/12/28', '제5 2019/10/27 ~ 2019/11/16', '제6 2018/09/06 ~ 2019/10/26', '미 2018/08/01 ~ 2018/09/05']","['계란형큰고리재갈 2019/09/29~', '눈가면 2019/09/29~', '구각자극판 2019/02/24~2019/09/29']",None,None,56전 (13/4/12/5/4),단승 : 23.2%      복승 : 30.4%      연승 : 51.8%
79,"15,000천원(경매)","['좌전지파행 2018/01/21', '우전지파행 2018/01/08', '우전지파행 2018/01/07', '우전지파행 2017/12/22', '낭치 2017/11/16', '정치 2017/11/16', '인푸렌자예방접종 2017/11/15', '선역예방접종 2017/11/15']","['제6 2018/08/26 ~ 2021/04/16', '제1 2018/02/09 ~ 2018/08/25', '신 2017/12/21 ~ 2018/02/08', '미 2017/11/15 ~ 2017/12/20']",['눈가면 2017/12/24~'],None,None,None,None
80,"5,000천원(개별)",['좌전좌후지파행 2021/08/22'],"['제4 2022/04/10 ~ 현재', '제5 2020/01/12 ~ 2022/04/09', '제6 2018/12/13 ~ 2020/01/11', '미 2018/10/31 ~ 2018/12/12']",[],36전 (6/2/0/0/1),단승 : 16.7%      복승 : 22.2%      연승 : 22.2%,42전 (1/5/8/8/6),단승 : 2.4%      복승 : 14.3%      연승 : 33.3%
81,,[],"['제6 2018/11/29 ~ 2020/04/01', '미 2018/10/17 ~ 2018/11/28']",['눈가면 2018/12/09~'],None,None,26전 (1/1/4/4/8),단승 : 3.8%      복승 : 7.7%      연승 : 23.1%
82,"5,000천원(개별)","['우전지파행 2017/12/17', '우전지파행 2017/12/16', '낭치 2017/11/24', '정치 2017/11/24', '인푸렌자예방접종 2017/11/08', '선역예방접종 2017/11/08']","['제6 2018/10/18 ~ 2019/06/26', '미 2017/11/08 ~ 2018/10/17']",[],61전 (2/5/8/7/7),단승 : 3.3%      복승 : 11.5%      연승 : 24.6%,None,None
83,자가생산,"['우전지파행 2019/09/04', '우전지파행 2019/09/01', '우전지파행 2019/08/31', '우전지파행 2019/08/30', '우전지파행 2019/08/29', '우전지파행 2019/08/21', '우전지파행 2019/08/18', '우전지파행 2019/08/17', '우후지파행 2019/06/21', '우후지파행 2019/06/20', '우후지파행 2019/06/19', '설사 2019/05/19', '설사 2019/05/17', '설사 2019/05/16', '운동기질환 기타 2019/04/08', '운동기질환 기타 2019/04/07', '운동기질환 기타 2019/04/06', '우전지파행 2019/03/11', '우전지파행 2019/03/10', '우전지파행 2019/03/09', '우전지파행 2018/12/02', '우전지파행 2018/12/01', '낭치 2018/08/16', '정치 2018/08/16']","['한1 2019/04/21 ~ 2019/09/23', '한2 2019/02/03 ~ 2019/04/20', '한3 2019/01/27 ~ 2019/02/02', '한4 2018/09/13 ~ 2019/01/26', '미 2018/06/10 ~ 2018/09/12']","['신촌길 (SINCHONGIL) 115~송방원', '김길홍(1조) 한1~7세', '16전 (6/3/3/0/2) 37.5%~56.3%']",None,None,None,None
84,자가생산,"['좌중수부중간부천지굴건염 2022/12/18', '좌중수부계인대염 2022/12/18', '좌전지파행 2022/12/17', '우전우후지파행 2021/07/14', '우전우후지파행 2021/07/11', '우전우후지파행 2021/07/10', '기타임신검사(초음파) 2021/07/03', '우후지파행 2021/06/05', '복대상 2021/05/14', '좌후지 봉와직염 2020/09/09', '좌후지 봉와직염 2020/09/05', '좌후지 봉와직염 2020/09/04', '좌후지 봉와직염 2020/08/29', '좌후지 봉와직염 2020/08/28', '좌후지 봉와직염 2020/08/27', '좌후지 봉와직염 2020/08/25', '좌후지 봉와직염 2020/08/23', '좌후지 봉와직염 2020/08/22', '좌후지 봉와직염 2020/08/21', '소화기 질환 기타 2019/09/21', '운동기질환 기타 2019/09/09', '운동기질환 기타 2019/09/08', '안상 2019/05/25', '소화기 질환 기타 2018/08/26', '우상안검찰과상 2018/04/02', '우상안검찰과상 2018/04/01']","['한1 2019/08/11 ~ 2022/12/21', '한2 2019/04/28 ~ 2019/08/10', '한3 2019/02/03 ~ 2019/04/27', '한4 2018/08/26 ~ 2019/02/02', '미 2018/08/16 ~ 2018/08/25', '미 2018/03/29 ~ 2018/08/15']","['황금구슬 (HWANGGEUMGUSEUL) 85~', '최기호(7조) 한1~8세', '50전 (5/4/9/3/7) 10.0%~18.0%']",None,None,None,None
85,자가생산,['감기 2020/04/16'],"['한2 2019/06/02 ~ 2022/12/30', '한3 2019/01/27 ~ 2019/06/01', '한4 2018/08/26 ~ 2019/01/26', '미 2018/06/10 ~ 2018/08/25']","['신촌로 (SINCHONRO) 51~강원돈', '외부마(88조) 한2~7세', '44전 (1/2/10/8/3) 2.3%~6.8%']",None,None,None,None
86,,"['좌전지파행 2019/02/18', '좌전지파행 2019/02/17', '낭치 2018/11/15', '정치 2018/11/15']","['한3 2019/02/17 ~ 2019/06/02', '한4 2018/12/20 ~ 2019/02/16', '미 2018/11/14 ~ 2018/12/19']","['저스트원 (JUSTONE) 28~고상윤', '외부마(88조) 한3~7세', '6전 (0/1/1/1/0) 0.0%~16.7%']",None,None,None,None
87,자가생산,"['우전지파행 2022/05/07', '우전지 부종 2022/05/07', '우상완부 열창 2021/12/30', '우상완부 열창 2021/12/29', '우상완부 열창 2021/12/26', '우상완부 열창 2021/12/25', '우상완부 열창 2021/12/24', '우상완부 열창 2021/12/23', '우상완부 열창 2021/12/22', '우상완부 열창 2021/12/19', '우상완부 열창 2021/12/18', '우상완부 열창 2021/12/17', '우상완부 열창 2021/12/16', '우상완부 열창 2021/12/15', '우상완부 열창 2021/12/12', '우전지파행 2021/03/07', '우전지파행 2021/03/06', '우전지파행 2021/03/05', '좌전지파행 2020/06/21', '좌전지파행 2020/06/20', '좌전지파행 2020/02/10', '좌전지파행 2020/02/09', '좌전지파행 2020/02/08', '좌전지파행 2019/12/30', '좌전지파행 2019/12/29', '좌전지파행 2019/06/23', '우전지파행 2019/05/06', '우전지파행 2019/05/05', '좌전지파행 2019/04/14', '좌전지파행 2019/04/13', '우전지파행 2019/03/31', '우전지파행 2019/03/30', '좌전지파행 2019/01/26', '좌전지파행 2019/01/25', '운동기질환 기타 2019/01/20', '설사 2018/10/20', '설사 2018/10/19', '낭치 2018/10/04', '정치 2018/10/04']","['한1 2019/11/17 ~ 2022/06/14', '한2 2019/03/31 ~ 2019/11/16', '한3 2019/03/17 ~ 2019/03/30', '한4 2018/11/22 ~ 2019/03/16', '미 2018/05/23 ~ 2018/11/21']","['성읍세상 (SEONGEUPSESANG) 127~현태송', '외부마(88조) 한1~7세', '38전 (9/5/5/2/2) 23.7%~36.8%']",None,None,None,None
88,매입,"['좌전지파행 2019/11/25', '좌전지파행 2019/11/24', '좌전지파행 2019/11/23', '운동기질환 기타 2019/11/17', '운동기질환 기타 2019/11/16', '좌전지파행 2019/11/15', '운동기질환 기타 2019/09/21', '우후지파행 2019/08/23', '우후지파행 2019/08/22', '우후지파행 2019/08/21', '운동기질환 기타 2019/08/18', '좌후지파행 2019/08/11', '좌후지파행 2019/08/10', '운동기질환 기타 2019/04/08', '운동기질환 기타 2019/04/07', '좌전지파행 2019/02/07', '좌전지파행 2019/01/30', '좌전지파행 2019/01/28', '좌전지파행 2019/01/27', '우전지파행 2018/12/22', '우전지파행 2018/11/29', '우전지파행 2018/11/28', '우전지파행 2018/11/26', '우전지파행 2018/11/18', '우전지파행 2018/11/17']","['한2 2019/06/02 ~ 2020/02/26', '한3 2019/01/27 ~ 2019/06/01', '한4 2018/11/15 ~ 2019/01/26', '미 2018/10/07 ~ 2018/11/14']","['백년친구 (BAENGNYEONCHINGU) 46~강상우', '외부마(88조) 한2~7세', '15전 (2/3/1/2/1) 13.3%~33.3%']",None,None,None,None
89,매입,"['우전지파행 2019/04/14', '우전지파행 2019/04/13', '정치 2019/03/13', '기타임신검사(초음파) 2018/04/11', '낭치 2018/04/04', '정치 2018/04/04']","['한3 2019/04/28 ~ 2019/09/18', '한4 2018/10/25 ~ 2019/04/27', '미 2018/03/29 ~ 2018/10/24']","['미래제주 (MIRAEJEJU) 32~', '외부마(88조) 한3~8세', '8전 (0/0/2/3/1) 0.0%~0.0%']",None,None,None,None
90,자가생산,"['술후처치(개복술) 2019/12/13', '술후처치(개복술) 2019/12/02', '술후처치(개복술) 2019/12/01', '술후처치(개복술) 2019/11/30', '술후처치(개복술) 2019/11/29', '술후처치(개복술) 2019/11/28', '술후처치(개복술) 2019/11/27', '산통 2019/11/26', '산통 2019/11/25', '산통 2019/11/24', '산통 2019/11/23', '운동기질환 기타 2019/11/22', '운동기질환 기타 2019/11/21', '산통 2019/09/05', '산통 2019/09/04', '좌전지파행 2018/10/14', '좌전지파행 2018/10/13']","['한2 2019/09/01 ~ 2020/07/05', '한3 2019/07/23 ~ 2019/08/31', '한4 2018/09/29 ~ 2019/07/22', '한4 2018/09/20 ~ 2018/09/28', '미 2018/07/22 ~ 2018/09/19']","['남단여제 (NAMDANYEOJE) 44~최남단', '최기호(7조) 한2~7세', '19전 (2/2/0/1/3) 10.5%~21.1%']",None,None,None,None
91,자가생산,"['우전지파행 2021/06/13', '우전지파행 2021/06/12', '우전지파행 2021/05/26', '우전지파행 2021/02/06', '우전지파행 2021/02/05', '감기 2018/12/02', '감기 2018/12/01', '감기 2018/10/25', '감기 2018/10/22', '감기 2018/10/21']","['한3 2019/03/24 ~ 2022/12/30', '한4 2018/10/25 ~ 2019/03/23', '미 2018/09/20 ~ 2018/10/24']","['섬문화 (SEOMMUNHWA) 33~미듬종합', '외부마(88조) 한3~8세', '26전 (0/2/4/1/2) 0.0%~7.7%']",None,None,None,None
92,자가생산,"['안면부외상 2019/04/06', '안면부외상 2019/04/03', '안면부외상 2019/03/30', '안면부외상 2019/03/27', '안면부외상 2019/03/25', '안면부외상 2019/03/24', '안면부외상 2019/03/23', '낭치 2018/12/12', '정치 2018/12/12', '감기 2018/08/12', '운동기질환 기타 2018/08/12', '운동기질환 기타 2018/07/09', '좌전지파행 2018/07/08']","['한3 2019/04/21 ~ 2021/02/20', '한4 2018/10/25 ~ 2019/04/20', '미 2018/06/28 ~ 2018/10/24']","['불멸의힘 (BULMYEORUIHIM) 27~문애순', '외부마(88조) 한3~7세', '18전 (0/1/2/1/0) 0.0%~5.6%']",None,None,None,None
93,,"['낭치 2018/08/03', '낭치 2018/08/02', '정치 2018/08/02']","['제4 2019/05/19 ~ 2020/11/26', '제5 2019/01/13 ~ 2019/05/18', '제6 2018/09/06 ~ 2019/01/12', '미 2018/08/01 ~ 2018/09/05']",['망사눈가면 2019/03/17~2019/05/02'],2전 (2/0/0/0/0),단승 : 100.0%      복승 : 100.0%      연승 : 100.0%,27전 (7/5/2/3/1),단승 : 25.9%      복승 : 44.4%      연승 : 51.9%
94,,"['우전지파행 2020/11/29', '우전지파행 2020/10/08', '우전지파행 2020/08/28', '우전지파행 2020/02/08', '운동기질환 기타 2018/04/08', '일본뇌염예방접종 2017/08/30', '선역예방접종 2017/08/30']","['제4 2019/02/03 ~ 2020/12/03', '제5 2018/08/26 ~ 2019/02/02', '제1 2016/08/06 ~ 2018/08/25', '신 2016/07/21 ~ 2016/08/05', '미 2016/06/22 ~ 2016/07/20']",['눈가면 2018/11/11~2019/10/06'],89전 (6/8/12/8/12),단승 : 6.7%      복승 : 15.7%      연승 : 29.2%,6전 (2/0/2/0/0),단승 : 33.3%      복승 : 33.3%      연승 : 66.7%
95,"4,180천원(개별)","['감기 2020/06/04', '감기 2020/06/03', '정치 2018/08/10']","['제3 2020/07/12 ~ 현재', '제4 2020/01/01 ~ 2020/07/11', '제3 2019/10/06 ~ 2019/12/31', '제4 2019/04/07 ~ 2019/10/05', '제5 2019/01/13 ~ 2019/04/06', '제6 2018/09/20 ~ 2019/01/12', '미 2018/07/18 ~ 2018/09/19']",['눈가면 2019/09/01~'],None,None,None,None
96,"3,000천원(개별)","['2차임신검사(초음파) 2020/12/12', '좌전지파행 2020/07/31', '좌전지파행 2020/02/22', '운동기질환 기타 2018/10/21', '운동기질환 기타 2018/10/20', '좌전지파행 2018/09/10', '좌전지파행 2018/09/09', '좌전지파행 2018/08/05', '좌전지파행 2018/08/04', '운동기질환 기타 2018/07/15', '운동기질환 기타 2018/07/14', '좌전지파행 2018/04/15', '좌전지파행 2018/04/14', '낭치 2017/09/14', '정치 2017/09/14', '일본뇌염예방접종 2017/09/13', '선역예방접종 2017/09/13']","['제4 2019/08/18 ~ 2021/10/07', '제5 2018/08/26 ~ 2019/08/17', '제1 2017/11/10 ~ 2018/08/25', '신 2017/10/26 ~ 2017/11/09', '미 2017/09/13 ~ 2017/10/25']",[],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,1전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
97,,"['인푸렌자예방접종 2017/12/31', '선역예방접종 2017/10/11']","['제4 2020/01/19 ~ 2020/04/01', '제5 2020/01/01 ~ 2020/01/18', '제4 2019/12/29 ~ 2019/12/31', '제5 2019/12/15 ~ 2019/12/28', '제4 2019/02/24 ~ 2019/12/14', '제5 2018/08/26 ~ 2019/02/23', '제1 2017/02/04 ~ 2018/08/25', '신 2017/01/12 ~ 2017/02/03', '미 2016/07/06 ~ 2017/01/11']",['망사눈가면 2017/06/25~2017/10/22'],30전 (4/0/8/4/2),단승 : 13.3%      복승 : 13.3%      연승 : 40.0%,None,None
98,,"['운동기질환 기타 2019/09/08', '좌전지파행 2017/03/05', '좌전지파행 2017/03/04']","['제5 2020/01/01 ~ 2020/04/01', '제4 2019/05/26 ~ 2019/12/31', '제5 2018/08/26 ~ 2019/05/25', '제1 2017/02/04 ~ 2018/08/25', '신 2017/01/19 ~ 2017/02/03', '미 2016/12/28 ~ 2017/01/18']",[],None,None,None,None
99,"5,000천원(개별)","['좌전지파행 2023/09/10', '좌전지파행 2023/08/26', '좌전지파행 2023/08/13', '좌전지파행 2023/08/12', '기타임신검사(초음파) 2021/07/17', '운동기질환 기타 2019/11/30', '운동기질환 기타 2019/11/29', '좌전지파행 2019/01/28', '좌전지파행 2019/01/27', '감기 2017/11/05', '감기 2017/11/03', '일본뇌염예방접종 2017/09/27', '선역예방접종 2017/09/27']","['제4 2023/09/24 ~ 현재', '제5 2022/01/01 ~ 2023/09/23', '제4 2020/08/30 ~ 2021/12/31', '제5 2020/01/01 ~ 2020/08/29', '제4 2019/02/17 ~ 2019/12/31', '제5 2018/11/11 ~ 2019/02/16', '제6 2018/08/26 ~ 2018/11/10', '제1 2017/11/25 ~ 2018/08/25', '미 2017/11/02 ~ 2017/11/24', '미 2017/09/27 ~ 2017/11/01']",['계란형큰고리재갈 2021/05/09~2021/08/22'],23전 (2/3/3/2/3),단승 : 8.7%      복승 : 21.7%      연승 : 34.8%,28전 (1/2/4/5/2),단승 : 3.6%      복승 : 10.7%      연승 : 25.0%
100,,"['좌전지파행 2019/08/04', '좌전지파행 2018/05/20', '좌전지파행 2018/05/19', '좌전지파행 2018/05/04', '좌전지파행 2018/05/03', '기타임신검사(초음파) 2017/07/09', '인푸렌자예방접종 2017/06/28', '일본뇌염예방접종 2017/06/28', '낭치 2016/08/21', '정치 2016/08/21', '기타임신검사(초음파) 2016/08/14']","['제5 2020/01/01 ~ 2020/07/22', '제4 2019/07/23 ~ 2019/12/31', '제5 2018/08/26 ~ 2019/07/22', '제1 2016/09/30 ~ 2018/08/25', '신 2016/09/22 ~ 2016/09/29', '미 2016/07/27 ~ 2016/09/21']","['망사눈가면 2019/06/23~', 'Triabit러깅재갈 2019/03/10~2019/05/26', '눈가면 2017/04/30~2019/06/23', '망사가면 2016/09/19~2016/11/20']",21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,1전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
101,,"['좌전지파행 2015/05/31', '좌전지파행 2015/05/30', '좌전지파행 2015/05/29', '낭치 2015/04/26', '정치 2015/04/26', '감기 2015/04/18']","['제4 2022/03/20 ~ 현재', '제5 2020/01/01 ~ 2022/03/19', '제4 2019/02/24 ~ 2019/12/31', '제5 2018/08/26 ~ 2019/02/23', '제1 2016/07/01 ~ 2018/08/25', '미 2016/06/16 ~ 2016/06/30', '미 2015/03/25 ~ 2016/06/15']","['눈가면 2019/03/10~2022/07/03', '망사눈가면 2016/06/26~2017/01/08']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,7전 (1/0/2/0/1),단승 : 14.3%      복승 : 14.3%      연승 : 42.9%
102,"8,000천원(개별)",[],"['제4 2023/02/05 ~ 현재', '제5 2022/01/01 ~ 2023/02/04', '제4 2020/02/23 ~ 2021/12/31', '제5 2018/10/07 ~ 2020/02/22', '제6 2018/08/26 ~ 2018/10/06', '제1 2017/11/10 ~ 2018/08/25', '미 2017/10/26 ~ 2017/11/09', '미 2017/07/12 ~ 2017/10/25']","['눈가면 2022/11/27~', '망사눈가면 2018/07/29~2022/11/27', '눈가면 2018/05/06~2018/07/29']",None,None,15전 (2/1/1/0/0),단승 : 13.3%      복승 : 20.0%      연승 : 26.7%
103,,[],"['C1 2008/01/01 ~ 2008/09/17', 'C1 2007/04/14 ~ 2007/12/31', '신 2007/04/06 ~ 2007/04/13', '미 2007/03/02 ~ 2007/04/05']",[],23전 (13/3/0/2/0),단승 : 56.5%      복승 : 69.6%      연승 : 69.6%,전 (////),단승 : %      복승 : %      연승 : %
104,"4,000천원(개별)","['우전지파행 2018/03/12', '우전지파행 2018/03/11', '운동기질환 기타 2018/02/14', '감기 2017/11/12', '감기 2017/11/02', '감기 2017/10/26', '감기 2017/10/23', '감기 2017/10/08']","['제3 2020/01/19 ~ 2021/07/21', '제4 2020/01/01 ~ 2020/01/18', '제3 2019/06/16 ~ 2019/12/31', '제4 2018/10/07 ~ 2019/06/15', '제5 2018/09/09 ~ 2018/10/06', '제6 2018/08/26 ~ 2018/09/08', '제1 2017/10/20 ~ 2018/08/25', '신 2017/09/28 ~ 2017/10/19', '미 2017/07/05 ~ 2017/09/27']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,7전 (0/0/0/0/1),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
105,,"['운동기질환 기타 2017/08/19', '운동기질환 기타 2017/08/18', '운동기질환 기타 2017/08/17', '운동기질환 기타 2017/08/16', '우전지파행 2017/07/31', '우전지파행 2017/07/30', '우전지파행 2017/07/29', '일본뇌염예방접종 2017/07/19', '우전지파행 2017/05/07', '우전지파행 2017/05/04', '우전지파행 2017/05/03', '우전지파행 2017/04/30', '낭치 2017/03/31', '정치 2017/03/31', '인푸렌자예방접종 2017/03/29', '선역예방접종 2017/03/29']","['제4 2020/01/01 ~ 2020/07/22', '제3 2019/02/17 ~ 2019/12/31', '제4 2018/12/02 ~ 2019/02/16', '제5 2018/08/26 ~ 2018/12/01', '제1 2017/09/02 ~ 2018/08/25', '신 2017/08/17 ~ 2017/09/01', '미 2017/03/29 ~ 2017/08/16']",['눈가면 2018/05/13~2018/10/14'],18전 (1/1/1/2/1),단승 : 5.6%      복승 : 11.1%      연승 : 16.7%,25전 (1/1/6/0/4),단승 : 4.0%      복승 : 8.0%      연승 : 32.0%
106,,"['정치 2019/04/06', '임신검사 2018/07/08', '인푸렌자예방접종 2017/09/27', '기타임신검사(초음파) 2017/07/09', '일본뇌염예방접종 2017/06/28', '낭치 2017/03/30', '정치 2017/03/30', '인푸렌자예방접종 2017/03/22', '선역예방접종 2017/03/22']","['제3 2019/02/03 ~ 2019/08/07', '제4 2018/08/26 ~ 2019/02/02', '제1 2017/05/27 ~ 2018/08/25', '신 2017/05/11 ~ 2017/05/26', '미 2017/03/22 ~ 2017/05/10']","['가지재갈 2017/08/20~2018/07/08', '눈가면 2017/07/23~2018/07/08']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,65전 (5/7/10/4/8),단승 : 7.7%      복승 : 18.5%      연승 : 33.8%
107,,"['좌전지파행 2020/11/25', '양전지파행 2020/11/22', '양전지파행 2020/08/02', '양전지파행 2020/08/01', '양전지파행 2020/07/31', '양전지파행 2020/06/28', '양전지파행 2020/06/27', '양전지파행 2020/06/26', '좌전지파행 2020/02/09', '좌전지파행 2020/02/08', '좌전지파행 2020/01/19', '좌전지파행 2019/12/30', '좌전지파행 2019/12/29', '좌전지파행 2019/12/15', '좌전지파행 2019/11/25', '좌전지파행 2019/11/24', '좌전지파행 2019/10/04', '좌전지파행 2019/10/02', '좌전지파행 2019/09/30', '좌후지파행 2019/09/08', '좌전지파행 2019/08/25', '좌전지파행 2019/08/11', '호흡기질환기타 2019/07/12', '좌전지파행 2019/06/27', '좌전지파행 2019/06/23', '좌전지파행 2019/06/22', '양전지파행 2019/06/03', '양전지파행 2019/06/02', '좌전지파행 2019/04/01', '좌전지파행 2019/02/24', '좌전지파행 2019/01/23', '좌전지파행 2019/01/21', '좌전지파행 2019/01/20', '좌전지파행 2019/01/16', '좌전지파행 2019/01/14', '좌전지파행 2019/01/13', '좌전지파행 2018/12/30', '좌전지파행 2018/12/29', '좌전지파행 2018/12/03', '좌전지파행 2018/12/02', '좌전지파행 2018/12/01', '양전지파행 2018/10/08', '양전지파행 2018/10/07', '좌전지파행 2018/09/14', '좌전지파행 2018/09/12', '좌전지파행 2018/07/07', '좌전지파행 2018/05/13', '좌전지파행 2018/05/12', '좌전지파행 2018/04/25', '좌전지파행 2018/04/23', '운동기질환 기타 2017/10/30', '운동기질환 기타 2017/10/29', '우슬부 열창 2017/05/13', '우슬부 열창 2017/05/12', '감기 2017/01/27', '감기 2017/01/26', '좌전지파행 2016/10/31', '좌전지파행 2016/10/30', '운동기질환 기타 2016/07/31', '낭치 2016/06/26', '정치 2016/06/26']","['제4 2018/08/26 ~ 2020/12/24', '제1 2016/07/09 ~ 2018/08/25', '신 2016/06/30 ~ 2016/07/08', '미 2016/03/24 ~ 2016/06/29']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,1전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
